arch_id,name,link,categories,notes,num_nodes,num_edges,category_list
unF9tdYjqvU,Nexthink: Going Global with Amazon API Gateway AWS Transit Gateway AWS Lambda and Amazon DynamoDB,https://www.youtube.com/watch?v=unF9tdYjqvU,other,"Company is a global employee experience platform.
    Latency based routing for Route53
    Multiple sets of EKS, TransitGateway
    GlobalTable feature of DynamoDB is used such that it's available in all regions",7,8,other
uda9s3U7vFw,Tooso: How to Build a Serverless Pipeline for Data Ingestion and PreProcessing Italian,https://www.youtube.com/watch?v=uda9s3U7vFw,data_ingestion,"Tooso AI: develop semantic technology based on a proprietary knowledge graph. Application in digital comerce, can identify product specifications for customer
    This system: pipeline for data analytics acquisition (which customers integrate into their apps), and train search engine to optimize results
    Communication with CloudFront is for downloading java snippet (?) for event tracking
    Event log and Lambda responses are sent to Firehose
    Benefit: by using serverless, the system can handle different loads without intervention
    Future: acquire data through Cloudfront instead of API gateway and Lambda",10,10,data_ingestion
lHM96P5kP2k,Fyber: Ultra Scale Event Processing with Apache Spark on Amazon EKS with EC2 Spot Instances,https://www.youtube.com/watch?v=lHM96P5kP2k,data_ingestion,"mobile developers helped to monetize with ads. 1/2 million ad requests per second. Initial was YARN, with Hadoop. not cost effective. now spark jobs on kubernetes. Autoscaling. 90% cost saving. Presto is used for Snapshot.",11,14,data_ingestion
1VcpCVe3tLQ,Swimming Australia: Going for Gold at the Olympics with Machine Learning,https://www.youtube.com/watch?v=1VcpCVe3tLQ,"data_ingestion,compute_intensive,interactive",Usage place of step functions is not clearly indicated.,12,13,"data_ingestion, compute_intensive, interactive"
twsGnp2X-aQ,Zillow: Building Speech Analytics Using AWS AI Services,https://www.youtube.com/watch?v=twsGnp2X-aQ,"data_ingestion,interactive",Use Transcribe to remove PI informationElastic Search for scalability,7,8,"data_ingestion, interactive"
hnMQFnTGr3I,Nanit: How Nanit Streams and Analyzes Video from Hundreds of Thousands of Cameras,https://www.youtube.com/watch?v=hnMQFnTGr3I,"data_ingestion,interactive","- Smart baby camera. WHAT ABOUT SECURITY?
    - Client side load balancing instead of ELB. (no idea why)",9,24,"data_ingestion, interactive"
a59halVklMI,Ashok Leyland: Running Telematics at Scale,https://www.youtube.com/watch?v=a59halVklMI,data_ingestion,"Manufacturer of commercial vehicles. 150,000 vehicles report data at 6 sec frequency. 350 GB of data per day and process a billion records per day. 350 GB of data each day gets stored in S3 and it is stored for 120 days.",12,16,data_ingestion
nflGdpwbf54,Vertex Pharmaceuticals: A Serverless Platform for Small Molecule Search,https://www.youtube.com/watch?v=nflGdpwbf54,compute_intensive,"",8,11,compute_intensive
uhrheMJTV4A,Aizon: Seamlessly Integrating Data to Deliver Actionable Insights in Highly Regulated Industries,https://www.youtube.com/watch?v=uhrheMJTV4A,data_ingestion,"SaaS platform to enable Pharma and Bio industry to use AI ML in compliance.
    TBs of data is generated per day.
    IOT to send data from manufacturing sites to cloud, as it facilitates in orchestrating the multiple manufacturing sites situated around the world.",11,15,data_ingestion
S85DeDgWQSc,San Diego Gas & Electric: Using Image Recognition and Machine Learning to Reduce Wildfire Risk,https://www.youtube.com/watch?v=S85DeDgWQSc,data_ingestion,"Rekognition: detecting large assets: utility poles,
Lookout for Vision: detecting small assets.",12,14,data_ingestion
QOtCpD23118,LeasePlan: Leverages Serverless to Increase Driver Safety Reduce Fleet Costs and Lower Risk,https://www.youtube.com/watch?v=QOtCpD23118,data_ingestion,"LeasePlan: world's largest fleet management company with over 1.8 million vehicles under management
    OneConnect: integrated Telematics platform which combines Telematics data with other sources (eg. fuel data)

    UserCompanyEdge has a number of sensors, including speed of vehicle, g-forces, GPS access, computer access
    SQS ensures the processing of each piece of data without dropping

    Open Street Maps data is pre-chunked into 5000 one-degree chunks (for rapid processing) using Athena",11,10,data_ingestion
4WjXH8Wp0E4,Kainos: Kainos Advances Patient Care with Next Generation Interoperability Platform,https://www.youtube.com/watch?v=4WjXH8Wp0E4,"data_ingestion,interactive","Manages patient records and information. Two kinds -- structured and unstructured. Allows querying by users.
    FHIR: Fast Healthcare Interoperability Resources -- provides rich data model to store data in a standardised format.
    Two different flows for ingestion (based on structured or unstructured).
    Services user queries about records. Note the UserConsumerWeb widget is a representative of a user querying. The query may be made from other platforms too.",14,22,"data_ingestion, interactive"
Kp088QTRmLk,NewsUK: Rendering News Content with GraphQL and a Serverless Architecture,https://www.youtube.com/watch?v=Kp088QTRmLk,interactive,"NewsUK: newspaper publisher
    System: provide content API which is used to render a page for users when going to www.irs.gov
    Cache available at GraphQL
    DataStore can be both external and internal data
    Rogue access will be dropped at WAF",9,10,interactive
Felt-hOU6kU,Xero: Building a Scalable Self-Service Portal for Thousands of Developers Provisioning Resources,https://www.youtube.com/watch?v=Felt-hOU6kU,control,"Business platform: 3M+ customers. 1600 developers (within Xero, i think).
The key idea is to simplify provisioning. Final resources are created on EKS instances, and within preconfigured subnets and also uses RDS etc.
They need to create/manage AWS accounts for all customers (best guess), so they use Resource Access Manager.
150 subnets and ~150 AWS accounts.
Motivation: Quote: It is super hard to create infrastructure that is compliant.
Graph is _not_ usable. Graph: unusable.",7,4,control
6iK4WNj6QqI,Ticketmaster: Active-Active Multi-Region Checkout for Ticket Purchases,https://www.youtube.com/watch?v=6iK4WNj6QqI,interactive,"Checkout team. (critical usecase)
The entire architecture is replicated across regions. Common datastore is DynamoDB Global Tables.",6,10,interactive
-3lnf5lzsH0,MakeMyTrip: Building Next Generation SOC,https://www.youtube.com/watch?v=-3lnf5lzsH0,data_ingestion,"uses apache nifi as a way to pull data into apache metron. talksabout how long to store data in data lake. Moved from onprem HDFS to 'serverless security datalake'.talks about why they (security) needs automation. mentions scale of events, # of integrations made w/ different AWS services.",13,16,data_ingestion
6sew_hdI6cY,Triboo: Hosting Magento on Containers Italian,https://www.youtube.com/watch?v=6sew_hdI6cY,other,"Service to host e-commerce websites via Megento.
    CloudFront -> EC2 path has a proprietary load balancer in between.
    They also use EFS and NFS.
    Not explicit but looks like this is SAAS. The third EC2 instance is independently managed by them via a VPN to monitor/control the deployment.",15,18,other
H2fOkeXxpyw,Atlassian: Secure Code Invocation at Scale with Atlassian Forge on AWS,https://www.youtube.com/watch?v=H2fOkeXxpyw,control,"atlassian forge. Scaling: 1000s of customers. limit on lambda thats why many EC2. multi-tenant SaaS application.Launch Lambda to execute CI/CD jobs; Lambda are in a different account (but shared by multiple tenants)
 'And we are typically limited on the control plane, on Lambda,
 on how many invocations we can do, how many Lambdas we can create
 in a certain time interval.'",8,10,control
m8xtR3-ZQs8,Biogen: Centralized Logging Solution for Multi Accounts,https://www.youtube.com/watch?v=m8xtR3-ZQs8,data_ingestion,"Collecting logs from individual accounts (hundreds of accounts) and storing them in a central account -- then can be searched and analysed.
    Use multi-account: individual accounts generate logs (network logs, infra logs, app logs) and eventually push into a centralized account.
    Individual Account: EC2 (app), CloudWatch-CloudTrail-FlowLogs (log collection), KinesisFireHose, Lambda
    Centralized Account: S3, Lambda, ElasticSearch, Kibana
    Why CloudWatch Agent and not Kinesis Agent: because KinesisAgent for windows wasn't avaiable, doesn't provide OS logs.
    Why S3 and not directly push to ElasticSearch? Great for flexibility (can use a different analysis/search tool in the future), S3 has elasticity (no worry of running out of space), resting data in S3 is encrypted
    Centralized logging is great for troubleshooting, easy to search and figure out cause of fault without having to look at each account.",10,10,data_ingestion
9Cg81Xgg7LQ,Pushpay Holdings Ltd : Strangling a Monolithic Application While Moving to Microservices on AWS,https://www.youtube.com/watch?v=9Cg81Xgg7LQ,other,"Originally Windows + SQL server, scale up and resolve resilience issues by moving to microservices
    Platform: user management",7,7,other
UsngU-HjH_Q,ViacomCBS: Multiplatform Distribution Powered by AWS,https://www.youtube.com/watch?v=UsngU-HjH_Q,control,mass media company. global scale. most-watched network in US. largest archive in the world.cost saving. they have a come and get me model.,9,10,control
Kp51k6LY-2c,Toyota Motor NA: Lake House Architecture for Data and Analytics,https://www.youtube.com/watch?v=Kp51k6LY-2c,data_ingestion,Converging data warehouses and data marks into the lake houseGlue has the metadata(catalog aspect of it)RDS Stores the data regarding the metricsData is stored in Parquet & Delta FS which is fastHelped with time to market and no duplicationTime saving - took only month to build an application which usually takes about a quarter or year,8,16,data_ingestion
mZxF1IJEsaY,Zappos: Back Office Migration starring Amazon ECS and Amazon Aurora,https://www.youtube.com/watch?v=mZxF1IJEsaY,data_ingestion,"AmazonMQ chosen due to same interface compared to ActiveMQ (which was originally used)
    Migrated from Oracle to Aurora",8,8,data_ingestion
_EPfIJnBCoM,PayGo: Leveraging Smart Meters to Help Customers Conserve Energy!,https://www.youtube.com/watch?v=_EPfIJnBCoM,interactive,"Utility payment company.
    Use database features that RDS didn't support at that time; the only option at that time was running SQL server on Windows inside EC2.
    Plan to move SQL server on Windows to native RDS.",6,5,interactive
ekXdohpAy5U,Accenture: Natural Language Processing and Graph Databases for the Oil and Gas Industry,https://www.youtube.com/watch?v=ekXdohpAy5U,data_ingestion,"Provide timely information to buy raw oil.
    UserCompanyDataStream is documents.
    Two data storage: Neptune for knowledge graph, and ElasticSearch (maybe OpenSearch) for indexing.",6,9,data_ingestion
LxeSC3-xMlk,St. Louis University: Using Amazon Lex to Answer Students' Questions Through Alexa and a Mobile App,https://www.youtube.com/watch?v=LxeSC3-xMlk,interactive,"12,000 students. 2000 faculty. amazon lex used. chatbot to answer student questions.why not alexa? something that covers more modes, not just questions, but also on website to answer questions. have most of the data in dynamodb. context-based talking.why dynamodb? so that gui interface for people to input data easily. ability to add questions in bulk and then test. elasticsearch helps in that.why elasticsearch? provides real-time scoring. comprehend allows to focus only on key terms. feedback mech.",8,15,interactive
hrhBOOrR5v0,PureWeb: Building a Global 3D Streaming Platform For Limitless Experiences,https://www.youtube.com/watch?v=hrhBOOrR5v0,interactive,"",9,12,interactive
YosezjoL4MU,Korean Airline: Data Warehouse Modernization on AWS Korean,https://www.youtube.com/watch?v=YosezjoL4MU,control,"Migrating existing on-premises data warehouse to Amazon Redshift
    DMS replicates data in EC2 in real time to RDS (within seconds). In case of large events (eg. flight departure) where millions of data generated, synchronization takes up to 3 min
    Data from source DB to RDS is converted using Amazon's SCT, Schema Conversion Tool
    Glue code configuration done through CI/CD Pipeline
    Future: after loading data to cloud, perform data analysis in real time; load other data such as SKYPASS to the data lake; create better customer service by integrating customer data and machine learning",12,11,control
OQKOHNtyz3E,Vodafone NZ: Data Driven Omni Channel Contact Center via Automation and Continuous Improvement,https://www.youtube.com/watch?v=OQKOHNtyz3E,interactive,"Before the migration, there were 81k ways for a customer to interact with the system.
    To reduce this complexity, combination of SaaSConnect and Lex is used to simply the interactions down to 200 ways.
    DevTools also make use of TerraForm (Infrastructure as Code) to handle changes and migration.
    Agents_2 are Team Leads.
    System handles 1m phone calls per month.
    Connect Data is pumped out to a SnowFlake data warehouse. This is accessible via a dashboard.",11,24,interactive
c863uNkF0w4,ENGIE Digital: Using Spot Instances to Optimize Costs for Operations Platform for Energy Assets Fr,https://www.youtube.com/watch?v=c863uNkF0w4,data_ingestion,"supports zero-carbon transition. around 15 million messages per day. aim to reach 500 mill messages in the next 2-3 years.
    cloud formation is used to automate entire architecture. each env is made up of 70 stacks. deployed across the globe.
    parameter store used for configuration of containers. auto scaling used for cost control with spot. use fleet of different instances, 
    so if one goes down atleast one is up.
    availability?",10,8,data_ingestion
-ahWdCysMYw,Summit Technology Group: Building a Data Consumption Model for Multi-Tenant Applications,https://www.youtube.com/watch?v=-ahWdCysMYw,interactive,"Multitenant SaaS application. Data isolation necessary because it deals with loans.
key insight: hybrid architecture of providing a multitenant SaaS service on top of AWS, while letting users bring their data in.
is saas or multiaccount.",8,9,interactive
53sUjFv9ByI,Neumora Therapeutics: Enabling DNA and RNA Data Insight for Rapid Genomics Sequencing Drug Discovery,https://www.youtube.com/watch?v=53sUjFv9ByI,data_ingestion,"Biopharma: drug development in neurogenerative disease space, to help with things like Alzheimer
    Data Scale: hundreds of thousands of samples
    Benefit of using EKS: ease of use & auto scaling
    Benefit of using ECR: versioning enabled
    Future Plan: refine to make the workflow more stable",6,6,data_ingestion
HrYfdnPp6qs,STAX: AWS Automated Data Analytics,https://www.youtube.com/watch?v=HrYfdnPp6qs,data_ingestion,"ADA (their tool) uses S3 as the common data store.
Actually over 25 services. Video is a carved out subsystem. (Is this true for other systems as well? Could we miss large patterns because of this?)
Comprehend is a super important tool for them because they use it to strip PII data.
Because Glue and Athena are serverless, they only pay for the queries they want to run, and consequently the data they want to ingest.",10,9,data_ingestion
OWLGK-eVrTw,Heimdall Data: Query Caching Without Code Changes,https://www.youtube.com/watch?v=OWLGK-eVrTw,interactive,"ISV working with Amazon to provide a proxy. performance and scale important. no work on the client side for confiduration. cache sits on the proxy as L1. in addition, elasticache used too.",6,16,interactive
5QbKp0LQaZo,GumGum Verity: Low Latency Contextual Analysis and Data Privacy at Scale on AWS Outposts,https://www.youtube.com/watch?v=5QbKp0LQaZo,compute_intensive,1TB of data in ElastiCache to process requests in less latency,10,16,compute_intensive
D6rG9eZ5Qus,Graham Media Group: Modernizing Traditional Broadcasting with AWS,https://www.youtube.com/watch?v=D6rG9eZ5Qus,interactive,local television station group. digital solution for broadcasters. encoders used. helps work for different devices. need a media archive whenever they want to use.media live does the distribution encoding. trasncribe gives them the captioning.,9,9,interactive
-wLEkq21cvA,Versent: The Migration Factory,https://www.youtube.com/watch?v=-wLEkq21cvA,control,"Provide AWS Consultancy (Migration) services to users.
    This architecture is for automating migration from On-Prem to AWS.
    Note they are using AWS services to provide migration assistance to their clients. So the study categories don't fit well.",9,10,control
9qTEHITVeLE,Majid Al Futtaim: Building a Custom Data Management Solution on AWS,https://www.youtube.com/watch?v=9qTEHITVeLE,"data_ingestion,interactive",600 kafka topic60 TB data in S3 currently,9,14,"data_ingestion, interactive"
Xi6tDqctLsY,Salary Overflow: Bringing Transparency to Tech Salaries,https://www.youtube.com/watch?v=Xi6tDqctLsY,interactive,Web pages are stored in S3. GraphQL gives the flexibility to query what is needed. Used AWS amplify to design this architecture and for CICD. Future plans of using Sage maker to predict the salaries.,8,16,interactive
Wur1GWB03hk,Lockheed Martin: Using Alexa for Business to Securely Access Program Management Status,https://www.youtube.com/watch?v=Wur1GWB03hk,interactive,largest defense contractor. voice skills - use of Alexa for business. status anywhere anytime. use aurora mysql. why 2 dbs? programs are abbreviations.they convert to a string for alexa to understand. which is stored in dynamodb - quick return of key-value.why alexa for business? enterprise application.,9,14,interactive
Cw26CrJUqv8,Salesforce: Automating SaaS Application Connectivity,https://www.youtube.com/watch?v=Cw26CrJUqv8,other,ease of setup for customers to connect to public clouds,10,9,other
uQFtb0iMC_s,AWS Solutions: Media Analysis,https://www.youtube.com/watch?v=uQFtb0iMC_s,data_ingestion,"why step functions? a) Allows to run multiple AI services based on media type.  b) Extensibility for customer. 'exactly why Step Functions was used': developer can add a branch e.g. send to SageMaker/Textract and send to elasticsearch.
    HACK & LIMITATION: Transcribe has limitation of audio size. Use MediaConvert to extract audio from video to bypass this limitation.
    any persistence layer is fine (no particular need for opensearch/elasticsearch), e.g., since the output is JSON, could be stored in S3 and query with Athena.",8,9,data_ingestion
asZIXK7V-U4,Ounass: Building a Scalable Recommender Architecture Powered by the Word2vec Algorithm,https://www.youtube.com/watch?v=asZIXK7V-U4,data_ingestion,Luxury e-commerce platform; build recommendation systems based on users browsing data; use A/B test to test ML models,10,16,data_ingestion
lTSZT10JMQA,Klap: How to Build a Video Clipping Pipeline in Serverless (French),https://www.youtube.com/watch?v=lTSZT10JMQA,compute_intensive,"automated editing. used for sports betting, statistics. prev theyjust used S3. 50 gigs for 2 hr video.
    reliability was an issue. thus, used lambda as they couldnt store on hardware. all images from video processed at same time.
    why lambda? reliable, distributed, scalable, regardless of amount of video. constant adjustments depending on data. why ecs and ec2 - they do the actually editing.
    why not lambda? cant have a computation that lasts less than 20 mins. ecs and ec2 because last step not that expensive. 1 to 5 mil images per day for less than 10000 euros.",10,21,compute_intensive
pk5yddJpC_8,Benevity: Centralized Logging for Multiple Compute Classes Using OpenSearch,https://www.youtube.com/watch?v=pk5yddJpC_8,data_ingestion,"Logging system. Previous have different log processing systems and many movement; now use a centralized system (OpenSearch).
    Use three log processing services: logstash has already setup for EC2; fluentbit is easy to setup for Fargate (as a side card directly in ECS task definition).
    Users access the logs though Okta, which also handles access control.",9,10,data_ingestion
gD8pzUnXgsU,Liberty Mutual: Moving Towards RealTime Financial Closing Using AWS,https://www.youtube.com/watch?v=gD8pzUnXgsU,data_ingestion,"Migration of on-premises financial closing system to AWS.
    on prem etl layer sends data to S3 on schedule.
    primary and secondary setup for HANA services.
    x1.32 large instances for HANA.
    perfomance: 10 hours to 1 hour.
    S3 to S3 cross region replication. for disaster recovery.
    CloudWatch for monitoring.
    Cloudformation builds the infrastructure in <1 hour, as opposed to months earlier.",6,4,data_ingestion
Ozbv9qBsDG8,Clumio: Enterprise Backup as a Service with an AlwaysOn Security Model,https://www.youtube.com/watch?v=Ozbv9qBsDG8,other,"Note the graph for this was hard to parse as some services were mentioned but not drawn, so had to do some guesswork.
    Clumio provides a landscape description of data protection situation of your AWS account.
    Optionally it also allows you to create backups of your data.
    Provide a Cloud Formation Template to the customer: installs event bridge and IAM roles.
    Clumio creates a dedicated AWS account on behalf of the customer. This is where backup is going to reside.
    Supported data sources for backup: EBS, RDS, DyanmoDB
    Generates reports: compliance, audit, cost, data protection etc.
    Protection against: regional outages, randomware attacks, account compromises.
    KMS is used to encrypt any data being moved.
    S3 scalability is great -- so they take advantage of it by having customer data move to S3 directly.
    EBS, IAM_1, EventBridge -- are in user's account. Rest others are in a separate AWS account created by Clumio on behalf of the user.
    EBS in user's account is one example of data source. Others include RDS, DynamoDB.
    After backup, Clumio also performs postprocessing -- verification, cataloguing, indexing, etc.",11,17,other
vb-o1DvvHxk,Enoptea: PHP Layer for AWS Lambda French,https://www.youtube.com/watch?v=vb-o1DvvHxk,"data_ingestion,interactive","Edit a SaaS platform for analyzing consumption data and energy billing for customers with highly multi-site operations
    A hundred customers, 12000 electricity & gas consumption sites, 300000 bills, 30 million finished consumption points
    Role of system: retrieve invoices, digitize, analyze data, generate reports, detect elements (eg. billing errors, contract optimizations)

    Deployment: about more than 10 services run entirely in serverless, thus a lot of Continuous Deployment
    Need: increase in limit of Lambda, for large scale of parallel processing
    Reason for serverless: small team without devops, system being event driven so fit well
    Future: allow API gateway to interact all Lambdas; switch from RDS to Aurora (Serverless),",10,11,"data_ingestion, interactive"
-kA0ahrhX3I,Oportun: Increasing the Accuracy of SensitiveData Discovery Using Amazon Macie,https://www.youtube.com/watch?v=-kA0ahrhX3I,data_ingestion,"Business challenge: knowing where the sensitive data is, and protect the sensitive data
    Sensitive data includes member information, like social security number, gov id
    For critical information (eg. SSN), Macie's accuracy is 95%",9,8,data_ingestion
H_S7CxtHgSM,Raiffeisen Bank International: Automated Integration of OnPremises Key Management with AWS KMS,https://www.youtube.com/watch?v=H_S7CxtHgSM,other,"System: on-premise key management
    The KMS combines the data key and master key to encrypt storage services
    During a key rotation / revoke, the product DevOps can delete a registered master key, which will then remove the key stored in KMS, which thus removes access to files",11,12,other
7wBOFcP1HwA,Seera Group: Transforming Online Travel Booking with Microservices (Arabic),https://www.youtube.com/watch?v=7wBOFcP1HwA,interactive,for scalable architecture. 300000 requests per minute. Cloud front as CDN to deliver static content. 60 load balancers. Load balancers here are also used to gradually move from monolithic to micro service architecture. 250+ micro services with 1400 pods.,10,10,interactive
4-teOQ_dJvY,SBB Cargo: Data Collection and Processing with Serverless Analytics Services,https://www.youtube.com/watch?v=4-teOQ_dJvY,data_ingestion,"[INTERESTING TAKEAWAY!]
    Railway company.
    Use sensors to reduce train inspection time.
    Data producers are sensors; consumers are some other algorithms.
    [**goal**] Want flexible to extend functions (e.g, new sensors);
    [**infrastructure as code**] to add a new data producer, just duplicate ""lambda -> kinesis_1 -> kineses_2"" and plug into kineses_3.
    Why Lambda over EC2: goal is as least operations as possible because the engineer team is small; lambda only runs a few lines of code so don't want to manage machines.",9,13,data_ingestion
2f_NYiPJQt4,Appway: Securing Sensitive Banking Workflows with Isolated Architecture on AWS,https://www.youtube.com/watch?v=2f_NYiPJQt4,control,"Provide web applications for financial services institutions, which have tough security requirements.
    use of cloud organizations and aws accounts for isolation of resources, e.g, each customer has its own account.
    Whenever possible, use DevOps tools like TerraForm or Puppet to manage the whole infrastructure as code.
    There are other services not shown in the graph, e.g., AWS Single Sign-On, CloudWatch, CloudTrail, Key Management Service.",10,9,control
07lfvavMdfU,Levels Beyond: Digital Content Orchestration,https://www.youtube.com/watch?v=07lfvavMdfU,data_ingestion,"Interesting use of services to process and tag interesting highlights from videos.
    Help clients monetise their media. This video describes media -> cloud workflow.
    User uploads a video file to S3. This triggers a StepFunction.
    1. Kick off transcode and media convert. Media Convert creates a proxy that helps playing back in the browser.
    2. Extract checksums and standard metadata (frame rate, quality, length, etc.) of the video and store in DynamoDB.
    3. Start off Rekognition and identify celebrities, violence, nudity, etc. Data (plus timestamps) goes to DyanmoDB.
    4. Trigger Transcribe, audio is translated to text which is then sent to Comprehend to get insights from audio (eg profanity). Again sent to DynamoDB.
    DynamoDB is a temporary store. Once data is there, an ingest is triggered into the reach engine (EKS + EC2). This allows users to view video details, metadata, visualisations, celebrity appearances etc.
    The data from reach engine is then used by user for other services the company provides.",10,14,data_ingestion
6YkguepAQuQ,Aetion: Deploy Applications  Provision Cloud Resources with AWS Developer Tools,https://www.youtube.com/watch?v=6YkguepAQuQ,control,"",10,10,control
MbkLJ62jtMc,Mueller Water Products: Scalable Ingestion of Sensor Data for Municipal Water Conservation LIVE,https://www.youtube.com/watch?v=MbkLJ62jtMc,control,"Real time notification system
    Over 1m devices

    Many SQS (eg. one for email, one for persistent storage in DynamoDB)
    User Company API is for notification pushing (eg. email, SMS, UI)

    Completely serverless, so no need to worry about scalability, and less operational cost
    Used to use",6,4,control
wE3TmHxyRdA,Innovapost: Scaling to 5M Package Deliveries with Serverless,https://www.youtube.com/watch?v=wE3TmHxyRdA,control,largest express courier company of Canada. 5 million packages every day. managing load on imp days. challenges? legacy - reliability and scalability. need reliability. the system works on events. different lambdas for diff processes.each lambda reacts differently. modular.why s3? weighing and redimensioning - need that data. image is captured.rds is the single source of truth. might use step functions in the future. scalability on the rds front.,8,9,control
DAJZAygxDZA,BASF Digital Farming: Productionizing ML with a Cross-Account Model Deployment Solution,https://www.youtube.com/watch?v=DAJZAygxDZA,control,"used internally by image recognition app for diseases/weed in crops.
    Scale: 6.5 M users (installed).
    userCompanyAnalyst is data scientist.
    XAMD (Cross-Account Model Deployment), actual interesting piece, is missing details. It uses StepFunctions, ApiGateways (fully serverless). Step function used to deploy to different accounts.
    Built this architecture to automate their manual pipeline.",8,15,control
BlCXEMp_lqY,Vizio: Smart TV Analytics at Scale,https://www.youtube.com/watch?v=BlCXEMp_lqY,data_ingestion,Millions of connected devices with Billions of events per month. 6 weeks to go to prod with the help of Amazon professionals help,6,9,data_ingestion
CsD5bmM6mpY,Linke - a Syntax Company: Building a Business Continuity Framework for SAP (Spanish),https://www.youtube.com/watch?v=CsD5bmM6mpY,control,"Manage SAP. Created a healing framework for SAP with outsourced monitor services (following AWS best practices).
    Outsourced monitoring has a benefit that if the instance fails with its local monitor, such failure can still be detected.",6,7,control
qIO_54vJ_JI,Lancom Technology: Building a Scalable Video Conferencing Application,https://www.youtube.com/watch?v=qIO_54vJ_JI,data_ingestion,"",8,7,data_ingestion
zhCNn7v7mvs,CM Group: Building an Available Scalable Reliable Email Delivery System,https://www.youtube.com/watch?v=zhCNn7v7mvs,interactive,"Email marketing company. This video is about email delivery subsystem.
    Billions of messages per year, 8-10M messages/hour at peak.
    Using ElasticCache for queues; Why not SQS? -> Legacy reasons, intend to move to SQS.
    EC2 are not autoscaling, but can scale on-demand.
    Use EC2 instead of Lambda or containers: As an email service, need extreme reliability; email must be delivered exactly once. Also mention performance reasons.
    Aurora and S3 are under different accounts than others; others can be deployed in different regions.",8,11,interactive
d0EE1HuZSEU,William Hill: Highperformance DDOS Protection with AWS,https://www.youtube.com/watch?v=d0EE1HuZSEU,control,"Internal infra that can be used by developers internally to create apps with DDOS protection.
    ShieldAdvanced for Layer 3/4 attacks.
    WAF for more blocking more complicated Layer 7 attacks.
    Non sensitive traffic goes to ELB. Sensitive traffic goes to EC2. EC2 hosts F5 BIG-IP as an extra layer of protection.
    Logs are collected in S3 and then sent to on-premise analysis tools which identify further malicious traffic (ip addresses). These are then populated in WAF.
    The above in a way is a continuous improvement loop.",13,21,control
66fPHLmvikk,ContentWise: How we Use Amazon SageMaker in Production Italian,https://www.youtube.com/watch?v=66fPHLmvikk,control,"This video talks about the company's experience with using SageMaker.
    They use a custom image that is uploaded to ECR and fetched by SageMaker.
    The company data scientist uses SageMaker Jupyter Notebooks to interact with the data/model.
    The SageMaker is hosted on VPC.",7,8,control
a6kqyqTNJM4,Seera Group: Transforming Online Travel Booking with Microservices,https://www.youtube.com/watch?v=a6kqyqTNJM4,interactive,S3 for storing images. Lambda to determine where to route traffic. 250 micro services. Monitoring using the third party services deployed on EC2 and also the AWS services like cloud watch.,11,15,interactive
PBa68gCG0Uk,Launchmetrics: How Launchmetrics Produces Fashion Luxury and Beauty Data Insights for 1B Users,https://www.youtube.com/watch?v=PBa68gCG0Uk,data_ingestion,"Processing 8M posts, 70M comments, and other data about fashion products and get insights out.
    EC2 Spot Instances why? Mostly to cut costs since EC2 costs are about 75% of the total cost.
    Kinesis and SQS allow resumption of operation if something (on the EC2s) terminates in between.
    Plan to move EC2 instances to containers using ECS.",7,7,data_ingestion
HcmEFZukA-Y,7-Eleven: Innovation with Serverless for Cash-Based Digital Wallet,https://www.youtube.com/watch?v=HcmEFZukA-Y,interactive,"",9,15,interactive
ZNt9qI_LlPk,Autodesk Data Platform: Product Usage RealTime Analytics Using an Event Driven Architecture,https://www.youtube.com/watch?v=ZNt9qI_LlPk,data_ingestion,13TB of peak data to S3 daily. Data is available quickly to end users with reduced cost. Use of DynamoDB to store metadata has increased throughput.,5,10,data_ingestion
O5Sn5QCEAzE,Credimi: Processing and Metadata Extraction of Invoices for Factoring Italian,https://www.youtube.com/watch?v=O5Sn5QCEAzE,data_ingestion,"Company is a startup that operates in FinTech and deals with advance invoicing
    System: allow users to upload an invoice onto portal, and receive bank transfer

    RDS is using MySQL
    
    PDF Case:
    Data sent to S3 is usually PDF
    Metadata of invoice is kept in RDS for future lookup

    Digital Invoicing (XML) Case:
    Invoice first created in RDS
    XML is sent to S3 for storage, and then to Lambda for Metadata extraction
    Metadata is finally stored in RDS

    For disaster recovery, EC2 and RDS are on Multi-AZ, RDS has snapshots replicated on various regions",7,9,data_ingestion
fSV0u48sEVg,Social Quantum: Using Serverless in Gaming,https://www.youtube.com/watch?v=fSV0u48sEVg,interactive,"60000 requests per min. Fargate for scaling and availability. cost reduction. Eliminated service maintenance, less people to look after the backend.",7,11,interactive
tBavPTWewvI,ACV Auctions: Learn How ACV Scales to Serve Hundreds of Millions of Auction Requests Per Month,https://www.youtube.com/watch?v=tBavPTWewvI,interactive,100s of millions of requests per month. EKS for scale. production shipping dozens of times in a week. used for scaling.,6,9,interactive
ftIdBG-UgFY,AQR: Using ECS to Provide Dev Teams Security & Authentication on a Scalable Container Platform,https://www.youtube.com/watch?v=ftIdBG-UgFY,control,"global investment management firm. Manages docker containers. 
    can deploy whatever application devs are building. service catalog kind of frontend for cloud formation.
    wanted more security on CI/CD. no need of IAM and all. reasons for service catalog.
    ability to launch more than one container. no need of ssl. 300 applications running. growing bw 5-10% per month.
    ALB and EC2 are all inside VPC.",8,9,control
